"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
2022,"CA","California","Los Angeles",6037,6037106010,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26.7,,,23.9,29.4,3390,2666,"POINT (-118.4434033 34.3253415)",6037106010,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037111204,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",20.2,,,17.8,22.4,5865,4760,"POINT (-118.5471995 34.262647)",6037111204,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037113213,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",22.7,,,20.2,25.2,4589,3818,"POINT (-118.607847 34.2515)",6037113213,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037117405,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",35.6,,,32.3,38.9,3364,2267,"POINT (-118.4702311 34.2337311)",6037117405,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037120020,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",30.2,,,27.2,33,4037,3063,"POINT (-118.4548516 34.2188235)",6037120020,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037121210,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",27,,,24.2,29.8,3182,2560,"POINT (-118.4049441 34.241882)",6037121210,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037124500,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26.8,,,23.9,29.5,2880,2422,"POINT (-118.4267703 34.1722741)",6037124500,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037127805,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",31.3,,,28.1,34.2,3514,2785,"POINT (-118.4576889 34.1921963)",6037127805,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037131024,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26.7,,,24,29.4,3422,2670,"POINT (-118.539496 34.1966625)",6037131024,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037132502,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",27.5,,,24.6,30.2,4252,3445,"POINT (-118.5469513 34.1911391)",6037132502,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037139704,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",21.7,,,19.2,24.1,2624,2041,"POINT (-118.5137935 34.1351431)",6037139704,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037141101,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",23.5,,,21,26.1,4903,4238,"POINT (-118.4243044 34.151167)",6037141101,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037199120,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",30.4,,,27.4,33.3,3777,2971,"POINT (-118.1996896 34.0700703)",6037199120,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037201200,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",29.1,,,26.1,32,2362,1861,"POINT (-118.1785472 34.0887085)",6037201200,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037205110,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",35.3,,,31.9,38.6,3850,2599,"POINT (-118.2142985 34.0245059)",6037205110,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037206202,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",29.2,,,26.3,32,3035,2911,"POINT (-118.2403201 34.0467318)",6037206202,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037209103,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",38.6,,,35.1,41.8,3079,2214,"POINT (-118.2640302 34.05711)",6037209103,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037210010,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",31,,,28,34,3190,2526,"POINT (-118.2723098 34.0468502)",6037210010,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037211000,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",20.1,,,17.8,22.4,5268,4241,"POINT (-118.3317418 34.0677859)",6037211000,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037212502,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",21,,,18.7,23.3,3363,3038,"POINT (-118.3069674 34.0586417)",6037212502,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037221601,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",32.8,,,29.6,35.8,3175,2583,"POINT (-118.2959265 34.0348166)",6037221601,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037222600,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",27,,,24.3,29.6,5141,4200,"POINT (-118.295871 34.0218424)",6037222600,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037224410,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26.6,,,23.9,29.3,2906,2473,"POINT (-118.2799794 34.0351369)",6037224410,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037231602,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",31.4,,,28.3,34.3,2148,1685,"POINT (-118.298033 34.0072718)",6037231602,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037232402,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",34.6,,,31.3,37.8,3163,2552,"POINT (-118.3135729 33.998535)",6037232402,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037242300,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",35,,,31.8,38.2,4958,3352,"POINT (-118.2461145 33.948506)",6037242300,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037265524,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",19.7,,,17.4,21.8,2751,2365,"POINT (-118.4453207 34.0508513)",6037265524,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037265601,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",21.6,,,19.2,24,3140,2633,"POINT (-118.4327259 34.0558599)",6037265601,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037271100,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",22.6,,,20.1,25,2569,2078,"POINT (-118.4268131 34.0339126)",6037271100,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037271901,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",20.7,,,18.3,23,2861,2446,"POINT (-118.4231336 34.0131825)",6037271901,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037275311,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",22.1,,,19.7,24.5,4955,4250,"POINT (-118.4233089 33.9882746)",6037275311,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037278102,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",21.5,,,19,23.8,2958,2614,"POINT (-118.4523916 33.9583368)",6037278102,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037293205,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",27.8,,,25,30.5,3873,2912,"POINT (-118.3038904 33.8183565)",6037293205,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037294510,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",34,,,30.8,37.2,4057,2930,"POINT (-118.271694 33.7865877)",6037294510,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037400207,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",23.1,,,20.6,25.6,4706,3748,"POINT (-117.7779112 34.1348083)",6037400207,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037400801,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",22.7,,,20.2,25.1,7039,5801,"POINT (-117.8808668 34.1368076)",6037400801,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037401602,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26.8,,,24,29.5,5792,4401,"POINT (-117.7639868 34.1060811)",6037401602,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037402406,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",30.2,,,27.3,33.2,4739,3552,"POINT (-117.7827824 34.0670404)",6037402406,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037404701,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26.6,,,23.8,29.3,5620,4370,"POINT (-117.9962625 34.0721312)",6037404701,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037405702,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",25.4,,,22.7,28,5285,4058,"POINT (-117.9121006 34.0921945)",6037405702,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037408003,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",23.5,,,21,26,4768,3832,"POINT (-117.9158494 34.045598)",6037408003,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037430600,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",15.2,,,13.4,17.1,4435,3603,"POINT (-118.0470542 34.1553775)",6037430600,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037431002,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",23.7,,,21.1,26.2,3246,2646,"POINT (-117.9844264 34.144709)",6037431002,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037433506,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",32.7,,,29.6,35.7,3971,2829,"POINT (-118.062176 34.0567584)",6037433506,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037463300,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",20.4,,,18.1,22.6,2101,1696,"POINT (-118.102524 34.1392218)",6037463300,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037480602,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",20.2,,,17.9,22.4,4183,3268,"POINT (-118.161353 34.1193308)",6037480602,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037480704,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",19.6,,,17.4,21.8,4843,3701,"POINT (-118.1537051 34.10578)",6037480704,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037481103,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",19.4,,,17.3,21.6,5340,4394,"POINT (-118.0983355 34.093458)",6037481103,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037481711,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",16.3,,,14.3,18.2,4606,3912,"POINT (-118.1198426 34.0661708)",6037481711,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037482102,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",17.4,,,15.4,19.4,2846,2347,"POINT (-118.1328703 34.050659)",6037482102,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037500700,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",30.3,,,27.1,33.4,6582,5179,"POINT (-118.0983071 34.0000986)",6037500700,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037503602,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",22.5,,,20,24.9,3838,3126,"POINT (-117.9990386 33.9114235)",6037503602,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037504101,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",28.1,,,25.2,31,5095,4129,"POINT (-118.033316 33.9099095)",6037504101,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037530301,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",31.8,,,28.6,34.8,2308,1779,"POINT (-118.155189 34.0294615)",6037530301,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037530603,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",29.5,,,26.5,32.4,4440,3458,"POINT (-118.1734507 34.053334)",6037530603,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037533401,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",31,,,27.9,34,4677,3422,"POINT (-118.1935822 33.993662)",6037533401,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037533806,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",32.2,,,29.1,35.3,3941,2854,"POINT (-118.170644 33.9704698)",6037533806,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037534302,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",34.9,,,31.4,38.1,3662,2624,"POINT (-118.1740888 33.9585722)",6037534302,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037535501,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",35.1,,,31.8,38.3,3711,2656,"POINT (-118.2221109 33.961166)",6037535501,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037535803,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",31.9,,,28.7,35,4242,3142,"POINT (-118.2100618 33.9480872)",6037535803,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037543322,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",29.9,,,26.9,32.8,6844,5663,"POINT (-118.2569604 33.8525481)",6037543322,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037550902,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",28,,,25,30.8,5675,4426,"POINT (-118.1251864 33.9477159)",6037550902,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037552002,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",27.2,,,24.4,29.9,3419,2684,"POINT (-118.0876278 33.9131184)",6037552002,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037554517,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",16.2,,,14.4,18.2,4737,3795,"POINT (-118.0548905 33.8623366)",6037554517,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037570504,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",32.8,,,29.7,35.9,3903,3016,"POINT (-118.1793689 33.8710042)",6037570504,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037571505,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",25.1,,,22.5,27.6,2969,2345,"POINT (-118.1723747 33.8472309)",6037571505,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037572201,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26,,,23.3,28.6,6141,5112,"POINT (-118.1953378 33.81618)",6037572201,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037573201,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",30.8,,,27.8,33.7,4606,3444,"POINT (-118.1853159 33.800619)",6037573201,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037601001,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",33.8,,,30.7,37,2274,1959,"POINT (-118.3486875 33.9643251)",6037601001,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037601600,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",30.6,,,27.5,33.5,4164,3118,"POINT (-118.3638535 33.9348)",6037601600,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037603703,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",24.9,,,22.2,27.5,2572,2085,"POINT (-118.3395521 33.898257)",6037603703,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037604200,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",31.5,,,28.4,34.5,6255,4868,"POINT (-118.3311233 33.9314946)",6037604200,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037700901,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",22,,,19.6,24.4,3863,3026,"POINT (-118.3853968 34.064565)",6037700901,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037701402,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",23.6,,,21.1,26.2,6494,6039,"POINT (-118.503319 34.0190747)",6037701402,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037701602,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",23.5,,,20.9,26,4356,3701,"POINT (-118.4754273 34.0350094)",6037701602,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037901012,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",27.8,,,24.9,30.5,5314,3774,"POINT (-118.2243853 34.6784987)",6037901012,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037910214,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26.4,,,23.5,29.1,6336,4747,"POINT (-118.1753866 34.595584)",6037910214,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037920039,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26,,,23.2,28.7,1808,1435,"POINT (-118.4402442 34.4232114)",6037920039,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037920046,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",26.8,,,24,29.5,2914,2286,"POINT (-118.4492578 34.415428)",6037920046,"HLTHOUT","OBESITY","CrdPrv","Obesity"
2022,"CA","California","Los Angeles",6037,6037920050,"BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence",28.2,,,25.2,31,1328,1119,"POINT (-118.4200953 34.5455874)",6037920050,"HLTHOUT","OBESITY","CrdPrv","Obesity"
